ViPhOG	Best_taxon	Rank	Min_score	Next_max_score
ViPhOG11561	Ounavirinae	Subfamily	262.3	159.6
ViPhOG28213	Cvivirinae	Subfamily	144.2	138.2
ViPhOG28639	Cvivirinae	Subfamily	101.4	60.0
ViPhOG11540	Ounavirinae	Subfamily	130.4	nan
ViPhOG9842	Chordopoxvirinae	Subfamily	39.0	nan
ViPhOG11506	Ounavirinae	Subfamily	105.1	nan
ViPhOG10715	Twortvirinae	Subfamily	65.6	nan
ViPhOG11586	Ounavirinae	Subfamily	148.1	nan
ViPhOG23566	Vequintavirinae	Subfamily	77.9	nan
ViPhOG11587	Ounavirinae	Subfamily	157.5	nan
ViPhOG2419	Alphairidovirinae	Subfamily	148.8	nan
ViPhOG1057	Gammaherpesvirinae	Subfamily	240.4	nan
ViPhOG28185	Cvivirinae	Subfamily	368.7	344.2
ViPhOG16033	Bastillevirinae	Subfamily	43.4	nan
ViPhOG16720	Guernseyvirinae	Subfamily	65.1	nan
ViPhOG28219	Cvivirinae	Subfamily	588.8	446.6
ViPhOG20905	Tevenvirinae	Subfamily	116.7	nan
ViPhOG8832	Chordopoxvirinae	Subfamily	67.1	nan
ViPhOG6900	Klosneuvirinae	Subfamily	38.0	nan
ViPhOG28258	Cvivirinae	Subfamily	37.2	36.9
ViPhOG4640	Tevenvirinae	Subfamily	62.7	36.4
ViPhOG8393	Chordopoxvirinae	Subfamily	32.8	nan
ViPhOG11581	Ounavirinae	Subfamily	151.2	nan
ViPhOG11224	Chordopoxvirinae	Subfamily	31.5	nan
ViPhOG2553	Chordopoxvirinae	Subfamily	34.4	nan
ViPhOG22745	Autographivirinae	Subfamily	32.5	nan
ViPhOG6146	Twortvirinae	Subfamily	77.9	nan
ViPhOG8395	Chordopoxvirinae	Subfamily	44.2	nan
ViPhOG6112	Twortvirinae	Subfamily	33.0	nan
ViPhOG17880	Vequintavirinae	Subfamily	181.2	nan
ViPhOG13746	Ounavirinae	Subfamily	32.3	nan
ViPhOG11534	Ounavirinae	Subfamily	250.0	nan
ViPhOG28224	Cvivirinae	Subfamily	161.8	158.8
ViPhOG28241	Cvivirinae	Subfamily	326.6	324.9
ViPhOG28647	Cvivirinae	Subfamily	150.1	127.1
ViPhOG6236	Twortvirinae	Subfamily	47.0	nan
ViPhOG16718	Guernseyvirinae	Subfamily	341.3	nan
ViPhOG28656	Cvivirinae	Subfamily	412.0	370.6
ViPhOG28908	Bastillevirinae	Subfamily	57.7	nan
ViPhOG28640	Cvivirinae	Subfamily	196.5	102.2
ViPhOG18128	Tunavirinae	Subfamily	60.0	nan
ViPhOG12345	Tevenvirinae	Subfamily	89.1	32.9
ViPhOG5807	Jasinkavirinae	Subfamily	115.4	nan
ViPhOG11549	Ounavirinae	Subfamily	294.6	nan
ViPhOG16663	Arquatrovirinae	Subfamily	70.7	37.7
ViPhOG13734	Ounavirinae	Subfamily	98.7	nan
ViPhOG11579	Ounavirinae	Subfamily	124.5	nan
ViPhOG16671	Arquatrovirinae	Subfamily	49.1	nan
ViPhOG11571	Ounavirinae	Subfamily	168.4	nan
ViPhOG7367	Klosneuvirinae	Subfamily	1450.1	31.9
ViPhOG17298	Klosneuvirinae	Subfamily	145.0	nan
ViPhOG15074	Autographivirinae	Subfamily	36.9	nan
ViPhOG11613	Guernseyvirinae	Subfamily	112.3	nan
ViPhOG4672	Tevenvirinae	Subfamily	41.1	nan
ViPhOG1070	Gammaherpesvirinae	Subfamily	52.4	nan
ViPhOG4759	Alphaherpesvirinae	Subfamily	32.3	nan
ViPhOG23578	Vequintavirinae	Subfamily	100.2	nan
ViPhOG11651	Parvovirinae	Subfamily	126.8	nan
ViPhOG16859	Autographivirinae	Subfamily	31.5	nan
ViPhOG8624	Peduovirinae	Subfamily	46.8	nan
ViPhOG17264	Bclasvirinae	Subfamily	39.2	nan
ViPhOG11502	Ounavirinae	Subfamily	125.0	nan
ViPhOG14394	Pclasvirinae	Subfamily	38.3	36.7
ViPhOG2425	Alphairidovirinae	Subfamily	35.4	nan
ViPhOG17313	Klosneuvirinae	Subfamily	36.9	nan
ViPhOG12381	Tevenvirinae	Subfamily	45.7	nan
ViPhOG22762	Ounavirinae	Subfamily	81.9	nan
ViPhOG11528	Ounavirinae	Subfamily	101.3	nan
ViPhOG28648	Cvivirinae	Subfamily	105.2	74.8
ViPhOG28187	Cvivirinae	Subfamily	250.2	218.7
ViPhOG16650	Guernseyvirinae	Subfamily	47.7	nan
ViPhOG28291	Cvivirinae	Subfamily	120.5	120.0
ViPhOG13674	Ounavirinae	Subfamily	165.0	nan
ViPhOG6164	Twortvirinae	Subfamily	34.4	nan
ViPhOG10722	Twortvirinae	Subfamily	40.5	nan
ViPhOG27060	Tunavirinae	Subfamily	63.1	35.2
ViPhOG10702	Twortvirinae	Subfamily	89.6	36.6
ViPhOG15542	Klosneuvirinae	Subfamily	67.3	nan
ViPhOG26004	Betairidovirinae	Subfamily	55.5	42.3
ViPhOG6163	Twortvirinae	Subfamily	75.7	nan
ViPhOG27646	Picovirinae	Subfamily	33.8	nan
ViPhOG11527	Ounavirinae	Subfamily	200.1	nan
ViPhOG10644	Twortvirinae	Subfamily	35.4	nan
ViPhOG11027	Bclasvirinae	Subfamily	172.9	nan
ViPhOG29388	Arquatrovirinae	Subfamily	48.8	nan
ViPhOG28962	Bastillevirinae	Subfamily	94.5	40.0
ViPhOG6222	Twortvirinae	Subfamily	114.6	nan
ViPhOG6327	Autographivirinae	Subfamily	64.9	nan
ViPhOG11492	Ounavirinae	Subfamily	68.2	nan
ViPhOG8824	Chordopoxvirinae	Subfamily	39.2	nan
ViPhOG6674	Procedovirinae	Subfamily	45.0	nan
ViPhOG30310	Guernseyvirinae	Subfamily	76.0	nan
ViPhOG14678	Dclasvirinae	Subfamily	217.5	nan
ViPhOG1760	Alphaherpesvirinae	Subfamily	514.7	nan
ViPhOG9887	Parvovirinae	Subfamily	270.8	nan
ViPhOG6192	Twortvirinae	Subfamily	115.3	nan
ViPhOG16339	Bclasvirinae	Subfamily	33.3	nan
ViPhOG10718	Twortvirinae	Subfamily	75.7	nan
ViPhOG11548	Ounavirinae	Subfamily	163.2	38.2
ViPhOG9348	Chordopoxvirinae	Subfamily	39.9	nan
ViPhOG26841	Tevenvirinae	Subfamily	44.7	nan
ViPhOG9053	Gammaherpesvirinae	Subfamily	59.7	nan
ViPhOG16692	Arquatrovirinae	Subfamily	308.4	nan
ViPhOG4800	Alphaherpesvirinae	Subfamily	37.6	nan
ViPhOG28289	Cvivirinae	Subfamily	111.4	107.5
ViPhOG20608	Vequintavirinae	Subfamily	175.7	55.6
ViPhOG16329	Trivirinae	Subfamily	49.6	nan
ViPhOG2468	Alphairidovirinae	Subfamily	226.9	nan
ViPhOG3523	Chordopoxvirinae	Subfamily	60.1	nan
ViPhOG11519	Ounavirinae	Subfamily	105.9	38.1
ViPhOG9051	Gammaherpesvirinae	Subfamily	52.3	nan
ViPhOG25513	Peduovirinae	Subfamily	321.3	nan
ViPhOG28293	Cvivirinae	Subfamily	95.6	91.1
ViPhOG28194	Cvivirinae	Subfamily	156.1	143.7
ViPhOG11641	Guernseyvirinae	Subfamily	133.7	nan
ViPhOG26331	Sepvirinae	Subfamily	135.8	nan
ViPhOG11610	Guernseyvirinae	Subfamily	32.3	nan
ViPhOG16677	Arquatrovirinae	Subfamily	60.2	nan
ViPhOG29527	Bastillevirinae	Subfamily	32.8	nan
ViPhOG28664	Cvivirinae	Subfamily	140.7	109.6
ViPhOG14603	Mclasvirinae	Subfamily	77.5	36.0
ViPhOG1519	Chordopoxvirinae	Subfamily	75.7	33.7
ViPhOG6840	Klosneuvirinae	Subfamily	175.3	nan
ViPhOG6245	Twortvirinae	Subfamily	32.9	nan
ViPhOG974	Vequintavirinae	Subfamily	38.8	nan
ViPhOG28257	Cvivirinae	Subfamily	544.3	539.1
ViPhOG28223	Cvivirinae	Subfamily	166.2	163.0
ViPhOG16676	Arquatrovirinae	Subfamily	45.8	nan
ViPhOG16652	Guernseyvirinae	Subfamily	46.1	nan
ViPhOG11620	Guernseyvirinae	Subfamily	97.8	nan
ViPhOG4452	Tevenvirinae	Subfamily	72.4	nan
ViPhOG19823	Ounavirinae	Subfamily	77.8	nan
ViPhOG22033	Sepvirinae	Subfamily	108.6	nan
ViPhOG2461	Alphairidovirinae	Subfamily	40.0	nan
ViPhOG12247	Klosneuvirinae	Subfamily	36.2	nan
ViPhOG6223	Twortvirinae	Subfamily	92.0	nan
ViPhOG26464	Nymbaxtervirinae	Subfamily	56.2	nan
ViPhOG11515	Ounavirinae	Subfamily	105.9	nan
ViPhOG20898	Tevenvirinae	Subfamily	59.5	nan
ViPhOG28386	Tevenvirinae	Subfamily	124.0	nan
ViPhOG4442	Tevenvirinae	Subfamily	376.8	nan
ViPhOG4513	Tevenvirinae	Subfamily	68.5	nan
ViPhOG22336	Nclasvirinae	Subfamily	280.2	nan
ViPhOG6180	Twortvirinae	Subfamily	56.6	nan
ViPhOG11565	Ounavirinae	Subfamily	255.4	nan
ViPhOG19824	Ounavirinae	Subfamily	306.1	nan
ViPhOG11511	Ounavirinae	Subfamily	141.5	nan
ViPhOG13737	Ounavirinae	Subfamily	39.2	nan
ViPhOG24289	Autographivirinae	Subfamily	114.7	nan
ViPhOG14640	Dclasvirinae	Subfamily	235.9	nan
ViPhOG17894	Tevenvirinae	Subfamily	101.3	44.6
ViPhOG23581	Vequintavirinae	Subfamily	62.6	nan
ViPhOG29387	Arquatrovirinae	Subfamily	56.9	nan
ViPhOG6187	Twortvirinae	Subfamily	45.1	36.3
ViPhOG28234	Cvivirinae	Subfamily	110.2	104.3
ViPhOG23814	Brockvirinae	Subfamily	124.7	34.8
ViPhOG1203	Autographivirinae	Subfamily	79.8	nan
ViPhOG28211	Cvivirinae	Subfamily	204.8	198.9
ViPhOG11557	Ounavirinae	Subfamily	73.6	34.4
ViPhOG28895	Bastillevirinae	Subfamily	32.3	nan
ViPhOG25015	Orthoretrovirinae	Subfamily	32.0	nan
ViPhOG10848	Bclasvirinae	Subfamily	47.0	41.2
ViPhOG8883	Betaherpesvirinae	Subfamily	32.0	nan
ViPhOG9365	Chordopoxvirinae	Subfamily	58.0	nan
ViPhOG28129	Tevenvirinae	Subfamily	98.2	nan
ViPhOG3531	Chordopoxvirinae	Subfamily	36.3	nan
ViPhOG24496	Dclasvirinae	Subfamily	118.0	nan
ViPhOG16683	Arquatrovirinae	Subfamily	105.6	nan
ViPhOG11876	Tevenvirinae	Subfamily	50.1	34.2
ViPhOG5897	Autographivirinae	Subfamily	102.8	39.4
ViPhOG4658	Tevenvirinae	Subfamily	95.3	nan
ViPhOG29027	Bastillevirinae	Subfamily	114.7	52.4
ViPhOG24700	Vequintavirinae	Subfamily	32.2	nan
ViPhOG4733	Alphaherpesvirinae	Subfamily	65.1	nan
ViPhOG4778	Alphaherpesvirinae	Subfamily	34.9	34.0
ViPhOG10240	Sepvirinae	Subfamily	205.3	nan
ViPhOG19767	Twortvirinae	Subfamily	32.7	nan
ViPhOG1816	Alphaherpesvirinae	Subfamily	93.3	nan
ViPhOG22373	Tevenvirinae	Subfamily	76.0	nan
ViPhOG11619	Guernseyvirinae	Subfamily	83.7	nan
ViPhOG12044	Autographivirinae	Subfamily	160.6	nan
ViPhOG29007	Bastillevirinae	Subfamily	134.4	nan
ViPhOG6111	Twortvirinae	Subfamily	237.8	nan
ViPhOG1542	Chordopoxvirinae	Subfamily	36.5	nan
ViPhOG16651	Guernseyvirinae	Subfamily	75.7	43.8
ViPhOG25507	Mccleskeyvirinae	Subfamily	36.6	nan
ViPhOG8618	Peduovirinae	Subfamily	133.6	nan
ViPhOG4639	Tevenvirinae	Subfamily	41.2	nan
ViPhOG16314	Autographivirinae	Subfamily	31.2	nan
ViPhOG12788	Autographivirinae	Subfamily	58.2	nan
ViPhOG4674	Tevenvirinae	Subfamily	45.7	nan
ViPhOG10638	Twortvirinae	Subfamily	71.2	35.4
ViPhOG8626	Peduovirinae	Subfamily	75.5	nan
ViPhOG28232	Cvivirinae	Subfamily	180.6	170.8
ViPhOG16654	Arquatrovirinae	Subfamily	61.7	nan
ViPhOG16678	Arquatrovirinae	Subfamily	41.6	nan
ViPhOG9863	Chordopoxvirinae	Subfamily	32.3	nan
ViPhOG4549	Tevenvirinae	Subfamily	74.0	nan
ViPhOG16674	Arquatrovirinae	Subfamily	51.5	37.2
ViPhOG16644	Guernseyvirinae	Subfamily	118.8	86.5
ViPhOG11583	Ounavirinae	Subfamily	128.0	54.8
ViPhOG28182	Cvivirinae	Subfamily	111.2	109.2
ViPhOG1054	Gammaherpesvirinae	Subfamily	263.8	nan
ViPhOG3667	Autographivirinae	Subfamily	59.3	nan
ViPhOG16010	Bastillevirinae	Subfamily	34.9	nan
ViPhOG11672	Bclasvirinae	Subfamily	37.5	nan
ViPhOG11839	Tevenvirinae	Subfamily	48.2	46.7
ViPhOG29001	Bastillevirinae	Subfamily	51.4	nan
ViPhOG15946	Dclasvirinae	Subfamily	162.4	nan
ViPhOG8828	Chordopoxvirinae	Subfamily	34.6	nan
ViPhOG23753	Autographivirinae	Subfamily	32.0	nan
ViPhOG14649	Dclasvirinae	Subfamily	253.7	nan
ViPhOG11552	Ounavirinae	Subfamily	276.2	41.1
ViPhOG13358	Autographivirinae	Subfamily	98.8	33.0
ViPhOG590	Sepvirinae	Subfamily	57.4	nan
ViPhOG22102	Simarterivirinae	Subfamily	33.7	nan
ViPhOG7097	Klosneuvirinae	Subfamily	93.1	nan
ViPhOG1068	Gammaherpesvirinae	Subfamily	66.5	nan
ViPhOG21541	Bastillevirinae	Subfamily	127.5	nan
ViPhOG30411	Bastillevirinae	Subfamily	32.2	nan
ViPhOG23896	Brockvirinae	Subfamily	224.2	72.1
ViPhOG11606	Guernseyvirinae	Subfamily	121.5	nan
ViPhOG15999	Bastillevirinae	Subfamily	68.8	nan
ViPhOG4667	Tevenvirinae	Subfamily	102.4	nan
ViPhOG22608	Tevenvirinae	Subfamily	32.6	nan
ViPhOG4550	Tevenvirinae	Subfamily	35.7	nan
ViPhOG6321	Autographivirinae	Subfamily	34.8	nan
ViPhOG16691	Arquatrovirinae	Subfamily	146.5	nan
ViPhOG13805	Tunavirinae	Subfamily	79.4	nan
ViPhOG11623	Guernseyvirinae	Subfamily	163.3	nan
ViPhOG11999	Autographivirinae	Subfamily	33.0	nan
ViPhOG12358	Tevenvirinae	Subfamily	54.1	nan
ViPhOG1765	Alphaherpesvirinae	Subfamily	40.3	nan
ViPhOG9336	Chordopoxvirinae	Subfamily	53.9	nan
ViPhOG13373	Autographivirinae	Subfamily	51.2	35.2
ViPhOG8623	Peduovirinae	Subfamily	167.3	nan
ViPhOG13740	Ounavirinae	Subfamily	107.5	103.0
ViPhOG16055	Bastillevirinae	Subfamily	33.5	32.4
ViPhOG17795	Klosneuvirinae	Subfamily	65.1	nan
ViPhOG4418	Tevenvirinae	Subfamily	31.8	nan
ViPhOG12264	Klosneuvirinae	Subfamily	41.8	nan
ViPhOG11555	Ounavirinae	Subfamily	218.7	nan
ViPhOG15864	Bclasvirinae	Subfamily	96.8	34.0
ViPhOG14535	Mclasvirinae	Subfamily	73.7	nan
ViPhOG13772	Tunavirinae	Subfamily	33.5	33.0
ViPhOG1803	Alphaherpesvirinae	Subfamily	39.5	nan
ViPhOG12362	Tevenvirinae	Subfamily	31.4	nan
ViPhOG16657	Arquatrovirinae	Subfamily	50.9	36.3
ViPhOG21778	Jasinkavirinae	Subfamily	134.6	108.6
ViPhOG13811	Tunavirinae	Subfamily	80.8	nan
ViPhOG27059	Tunavirinae	Subfamily	35.6	nan
ViPhOG27967	Bclasvirinae	Subfamily	145.1	nan
ViPhOG29032	Bastillevirinae	Subfamily	34.0	nan
ViPhOG22108	Simarterivirinae	Subfamily	31.7	nan
ViPhOG1701	Chordopoxvirinae	Subfamily	102.2	nan
ViPhOG6281	Alphaherpesvirinae	Subfamily	42.3	nan
ViPhOG9947	Mclasvirinae	Subfamily	142.3	34.4
ViPhOG28663	Aglimvirinae	Subfamily	562.3	538.2
ViPhOG28192	Cvivirinae	Subfamily	162.5	153.2
ViPhOG1219	Spumaretrovirinae	Subfamily	35.3	nan
ViPhOG6172	Twortvirinae	Subfamily	62.4	nan
ViPhOG4427	Tevenvirinae	Subfamily	116.2	nan
ViPhOG25747	Entomopoxvirinae	Subfamily	126.9	111.0
ViPhOG1128	Gammaherpesvirinae	Subfamily	38.0	nan
ViPhOG10912	Bclasvirinae	Subfamily	79.1	nan
ViPhOG28128	Tevenvirinae	Subfamily	39.6	nan
ViPhOG7790	Klosneuvirinae	Subfamily	32.7	nan
ViPhOG2480	Alphairidovirinae	Subfamily	31.4	nan
ViPhOG13807	Tunavirinae	Subfamily	90.6	nan
ViPhOG8568	Betaherpesvirinae	Subfamily	35.6	nan
ViPhOG28466	Autographivirinae	Subfamily	32.2	nan
ViPhOG9608	Entomopoxvirinae	Subfamily	85.3	nan
ViPhOG4542	Tevenvirinae	Subfamily	88.5	37.6
ViPhOG16017	Bastillevirinae	Subfamily	84.8	39.2
ViPhOG6557	Alphairidovirinae	Subfamily	60.2	nan
ViPhOG4541	Tevenvirinae	Subfamily	35.8	nan
ViPhOG24402	Autographivirinae	Subfamily	34.0	nan
ViPhOG13777	Tunavirinae	Subfamily	41.9	nan
ViPhOG11529	Ounavirinae	Subfamily	297.4	nan
ViPhOG4481	Tevenvirinae	Subfamily	101.0	nan
ViPhOG4753	Alphaherpesvirinae	Subfamily	32.6	nan
ViPhOG3144	Entomopoxvirinae	Subfamily	238.9	32.8
ViPhOG20369	Klosneuvirinae	Subfamily	96.7	nan
ViPhOG2541	Chordopoxvirinae	Subfamily	57.2	nan
ViPhOG1406	Gammaherpesvirinae	Subfamily	118.1	nan
ViPhOG22248	Bclasvirinae	Subfamily	154.0	nan
ViPhOG1055	Gammaherpesvirinae	Subfamily	239.5	nan
ViPhOG21867	Nclasvirinae	Subfamily	73.1	nan
ViPhOG17367	Chordopoxvirinae	Subfamily	32.3	nan
ViPhOG14342	Bclasvirinae	Subfamily	33.3	nan
ViPhOG22254	Simarterivirinae	Subfamily	52.2	nan
ViPhOG7654	Klosneuvirinae	Subfamily	42.2	nan
ViPhOG1791	Alphaherpesvirinae	Subfamily	150.1	73.8
ViPhOG6162	Twortvirinae	Subfamily	43.5	36.2
ViPhOG28242	Cvivirinae	Subfamily	137.5	127.2
ViPhOG9929	Orthoparamyxovirinae	Subfamily	180.5	nan
ViPhOG24413	Tunavirinae	Subfamily	32.1	nan
ViPhOG11617	Guernseyvirinae	Subfamily	113.3	nan
ViPhOG17036	Entomopoxvirinae	Subfamily	91.4	89.8
ViPhOG22974	Vequintavirinae	Subfamily	80.2	36.0
ViPhOG4630	Tevenvirinae	Subfamily	33.4	nan
ViPhOG16850	Autographivirinae	Subfamily	32.3	nan
ViPhOG27478	Betairidovirinae	Subfamily	110.1	51.3
ViPhOG1457	Gammaherpesvirinae	Subfamily	67.4	nan
ViPhOG14662	Bclasvirinae	Subfamily	217.5	215.9
ViPhOG5008	Ounavirinae	Subfamily	255.4	39.5
ViPhOG10725	Twortvirinae	Subfamily	63.4	53.9
ViPhOG10920	Bclasvirinae	Subfamily	121.2	nan
ViPhOG10128	Betaherpesvirinae	Subfamily	34.1	nan
ViPhOG13789	Tunavirinae	Subfamily	55.2	nan
ViPhOG14209	Mclasvirinae	Subfamily	161.6	nan
ViPhOG17753	Arquatrovirinae	Subfamily	135.3	nan
ViPhOG9854	Chordopoxvirinae	Subfamily	32.5	nan
ViPhOG10569	Eucampyvirinae	Subfamily	203.2	nan
ViPhOG8480	Betaherpesvirinae	Subfamily	44.9	nan
ViPhOG8619	Peduovirinae	Subfamily	137.3	nan
ViPhOG11609	Guernseyvirinae	Subfamily	86.3	nan
ViPhOG24373	Autographivirinae	Subfamily	43.6	nan
ViPhOG5914	Entomopoxvirinae	Subfamily	34.6	nan
ViPhOG29003	Bastillevirinae	Subfamily	32.8	nan
ViPhOG13948	Sepvirinae	Subfamily	139.7	nan
ViPhOG27715	Bastillevirinae	Subfamily	46.6	nan
ViPhOG20986	Bastillevirinae	Subfamily	78.0	57.9
ViPhOG16659	Arquatrovirinae	Subfamily	206.2	nan
ViPhOG4519	Tevenvirinae	Subfamily	120.9	32.5
ViPhOG10585	Eucampyvirinae	Subfamily	45.1	38.0
ViPhOG9691	Trivirinae	Subfamily	31.8	nan
ViPhOG1717	Chordopoxvirinae	Subfamily	81.5	nan
ViPhOG21037	Bastillevirinae	Subfamily	46.8	nan
ViPhOG16065	Bastillevirinae	Subfamily	49.0	nan
ViPhOG28302	Cvivirinae	Subfamily	726.6	596.3
ViPhOG16092	Bastillevirinae	Subfamily	98.4	50.9
ViPhOG11723	Parvovirinae	Subfamily	181.9	nan
ViPhOG16684	Arquatrovirinae	Subfamily	226.6	nan
ViPhOG3969	Betaherpesvirinae	Subfamily	35.1	nan
ViPhOG491	Trivirinae	Subfamily	33.5	nan
ViPhOG20126	Klosneuvirinae	Subfamily	52.1	nan
ViPhOG16085	Bastillevirinae	Subfamily	36.7	nan
ViPhOG28903	Bastillevirinae	Subfamily	45.1	38.7
ViPhOG22736	Vequintavirinae	Subfamily	128.9	126.4
ViPhOG13353	Autographivirinae	Subfamily	47.3	nan
ViPhOG27449	Spounavirinae	Subfamily	105.9	85.4
ViPhOG3386	Chordopoxvirinae	Subfamily	32.8	nan
ViPhOG3635	Autographivirinae	Subfamily	38.0	nan
ViPhOG29549	Bastillevirinae	Subfamily	36.6	nan
ViPhOG29006	Bastillevirinae	Subfamily	129.1	nan
ViPhOG1407	Gammaherpesvirinae	Subfamily	116.1	nan
ViPhOG21656	Autographivirinae	Subfamily	54.8	nan
ViPhOG11615	Guernseyvirinae	Subfamily	107.1	nan
ViPhOG1326	Orthoretrovirinae	Subfamily	90.1	70.5
ViPhOG1657	Chordopoxvirinae	Subfamily	32.8	nan
ViPhOG1123	Gammaherpesvirinae	Subfamily	46.3	nan
ViPhOG13801	Tunavirinae	Subfamily	53.0	nan
ViPhOG1823	Alphaherpesvirinae	Subfamily	192.5	nan
ViPhOG18173	Brockvirinae	Subfamily	42.8	nan
ViPhOG25396	Sepvirinae	Subfamily	104.1	nan
ViPhOG4659	Tevenvirinae	Subfamily	96.3	nan
ViPhOG4608	Tevenvirinae	Subfamily	139.7	nan
ViPhOG28588	Tevenvirinae	Subfamily	33.5	nan
ViPhOG8856	Bullavirinae	Subfamily	100.3	nan
ViPhOG810	Alphaherpesvirinae	Subfamily	95.3	nan
ViPhOG16390	Hexponivirinae	Subfamily	167.5	84.4
ViPhOG11629	Guernseyvirinae	Subfamily	118.6	73.8
ViPhOG761	Peduovirinae	Subfamily	40.8	nan
ViPhOG12340	Tevenvirinae	Subfamily	33.8	nan
ViPhOG2471	Alphairidovirinae	Subfamily	59.6	nan
ViPhOG4434	Tevenvirinae	Subfamily	101.7	32.6
ViPhOG30621	Bastillevirinae	Subfamily	54.6	nan
ViPhOG15838	Bclasvirinae	Subfamily	206.1	nan
ViPhOG11630	Guernseyvirinae	Subfamily	381.0	nan
ViPhOG11635	Guernseyvirinae	Subfamily	111.6	56.8
ViPhOG851	Alphaherpesvirinae	Subfamily	44.6	nan
ViPhOG6013	Chordopoxvirinae	Subfamily	78.6	nan
ViPhOG17785	Klosneuvirinae	Subfamily	43.1	nan
ViPhOG14693	Dclasvirinae	Subfamily	263.6	nan
ViPhOG16063	Bastillevirinae	Subfamily	56.7	nan
ViPhOG16090	Bastillevirinae	Subfamily	52.9	37.1
ViPhOG16313	Autographivirinae	Subfamily	40.9	nan
ViPhOG28199	Cvivirinae	Subfamily	119.8	116.7
ViPhOG24437	Entomopoxvirinae	Subfamily	509.9	463.1
ViPhOG14639	Dclasvirinae	Subfamily	324.0	46.9
ViPhOG2478	Alphairidovirinae	Subfamily	169.3	nan
ViPhOG2459	Alphairidovirinae	Subfamily	71.7	54.2
ViPhOG967	Tevenvirinae	Subfamily	50.7	37.0
ViPhOG22251	Simarterivirinae	Subfamily	48.1	nan
ViPhOG4410	Tevenvirinae	Subfamily	45.8	nan
ViPhOG14337	Bclasvirinae	Subfamily	57.3	nan
ViPhOG4432	Tevenvirinae	Subfamily	99.1	nan
ViPhOG4441	Tevenvirinae	Subfamily	36.3	nan
ViPhOG25013	Autographivirinae	Subfamily	34.0	nan
ViPhOG11590	Ounavirinae	Subfamily	82.3	nan
ViPhOG22095	Simarterivirinae	Subfamily	33.7	nan
ViPhOG24806	Autographivirinae	Subfamily	36.1	nan
ViPhOG6346	Chordopoxvirinae	Subfamily	54.7	nan
ViPhOG28131	Entomopoxvirinae	Subfamily	63.4	nan
ViPhOG16025	Bastillevirinae	Subfamily	443.5	nan
ViPhOG30908	Betairidovirinae	Subfamily	157.1	nan
ViPhOG16026	Bastillevirinae	Subfamily	106.0	40.3
ViPhOG16740	Tevenvirinae	Subfamily	87.0	nan
ViPhOG4498	Tevenvirinae	Subfamily	35.5	33.2
ViPhOG1045	Gammaherpesvirinae	Subfamily	49.4	nan
ViPhOG5588	Autographivirinae	Subfamily	246.0	nan
ViPhOG10685	Twortvirinae	Subfamily	44.5	nan
ViPhOG4553	Tevenvirinae	Subfamily	95.4	nan
ViPhOG4429	Tevenvirinae	Subfamily	33.9	nan
ViPhOG25635	Entomopoxvirinae	Subfamily	351.2	55.6
ViPhOG1265	Ounavirinae	Subfamily	109.9	nan
ViPhOG28749	Betairidovirinae	Subfamily	380.0	nan
ViPhOG30206	Tevenvirinae	Subfamily	45.0	nan
ViPhOG9930	Orthoparamyxovirinae	Subfamily	181.0	nan
ViPhOG20855	Autographivirinae	Subfamily	32.2	nan
ViPhOG4500	Tevenvirinae	Subfamily	59.5	nan
ViPhOG14624	Dclasvirinae	Subfamily	105.3	nan
ViPhOG12357	Tevenvirinae	Subfamily	32.3	nan
ViPhOG16661	Arquatrovirinae	Subfamily	78.2	43.6
ViPhOG4525	Tevenvirinae	Subfamily	40.3	nan
ViPhOG10239	Sepvirinae	Subfamily	111.2	nan
ViPhOG18007	Alphairidovirinae	Subfamily	44.0	41.8
ViPhOG11542	Ounavirinae	Subfamily	88.5	38.3
ViPhOG850	Alphaherpesvirinae	Subfamily	125.9	nan
ViPhOG20808	Tevenvirinae	Subfamily	31.7	nan
ViPhOG15981	Bastillevirinae	Subfamily	201.7	39.7
ViPhOG4675	Tevenvirinae	Subfamily	95.2	nan
ViPhOG1504	Chordopoxvirinae	Subfamily	31.5	nan
ViPhOG4544	Tevenvirinae	Subfamily	366.9	nan
ViPhOG16027	Bastillevirinae	Subfamily	286.0	nan
ViPhOG4004	Betaherpesvirinae	Subfamily	52.1	nan
ViPhOG27247	Twortvirinae	Subfamily	55.0	nan
ViPhOG20956	Sepvirinae	Subfamily	160.3	nan
ViPhOG4661	Tevenvirinae	Subfamily	47.0	nan
ViPhOG30207	Tevenvirinae	Subfamily	101.8	nan
ViPhOG1044	Gammaherpesvirinae	Subfamily	43.9	nan
ViPhOG24141	Bastillevirinae	Subfamily	203.7	197.4
ViPhOG13796	Tunavirinae	Subfamily	53.5	nan
ViPhOG4548	Tevenvirinae	Subfamily	88.4	46.3
ViPhOG10127	Betaherpesvirinae	Subfamily	51.2	nan
ViPhOG30208	Tevenvirinae	Subfamily	98.6	nan
ViPhOG1729	Chordopoxvirinae	Subfamily	147.4	nan
ViPhOG1408	Gammaherpesvirinae	Subfamily	37.0	nan
ViPhOG6355	Chordopoxvirinae	Subfamily	36.2	nan
ViPhOG28686	Tevenvirinae	Subfamily	49.8	nan
ViPhOG12552	Sepvirinae	Subfamily	209.4	nan
ViPhOG25869	Entomopoxvirinae	Subfamily	59.6	45.6
ViPhOG4496	Tevenvirinae	Subfamily	312.7	nan
