ViPhOG	Best_taxon	Rank	Min_score	Next_max_score
ViPhOG8310	Mimivirus	Genus	328.7	252.6
ViPhOG5608	Tequintavirus	Genus	922.7	824.9
ViPhOG20391	Marseillevirus	Genus	204.4	202.2
ViPhOG15280	Mimivirus	Genus	190.2	172.6
ViPhOG3439	Avipoxvirus	Genus	178.4	131.8
ViPhOG6602	Megalocytivirus	Genus	341.0	262.1
ViPhOG5338	Phicbkvirus	Genus	478.4	453.9
ViPhOG13329	Emdodecavirus	Genus	257.4	244.9
ViPhOG20970	Corndogvirus	Genus	250.4	150.2
ViPhOG9857	Leporipoxvirus	Genus	452.3	420.8
ViPhOG20200	Marseillevirus	Genus	127.4	115.9
ViPhOG25218	Chlorovirus	Genus	484.9	192.7
ViPhOG25879	Betaentomopoxvirus	Genus	369.2	150.6
ViPhOG23350	Nonagvirus	Genus	465.4	458.7
ViPhOG3895	Asfivirus	Genus	514.6	65.3
ViPhOG19354	Pandoravirus	Genus	555.7	362.8
ViPhOG7394	Mimivirus	Genus	306.8	262.4
ViPhOG6342	Orthopoxvirus	Genus	144.5	136.2
ViPhOG12996	Schizotequatrovirus	Genus	158.4	101.7
ViPhOG7389	Mimivirus	Genus	742.0	196.3
ViPhOG18469	Siminovitchvirus	Genus	543.8	527.0
ViPhOG8214	Cafeteriavirus	Genus	763.6	734.5
ViPhOG27930	Mieseafarmvirus	Genus	188.1	47.4
ViPhOG19073	Pandoravirus	Genus	793.2	388.7
ViPhOG8382	Lentivirus	Genus	31.6	nan
ViPhOG1193	Nankokuvirus	Genus	288.2	272.9
ViPhOG17526	Mimivirus	Genus	1093.4	973.7
ViPhOG15093	Mimivirus	Genus	729.5	203.1
ViPhOG1992	Chunghsingvirus	Genus	870.9	749.0
ViPhOG8133	Mimivirus	Genus	290.2	269.0
ViPhOG29954	Phicbkvirus	Genus	216.8	81.2
ViPhOG19166	Pandoravirus	Genus	273.5	65.6
ViPhOG10361	Firehammervirus	Genus	227.8	223.4
ViPhOG1941	Vhmlvirus	Genus	98.8	97.8
ViPhOG5949	Firehammervirus	Genus	339.4	317.3
ViPhOG8189	Mimivirus	Genus	217.3	166.9
ViPhOG10467	Firehammervirus	Genus	423.1	255.6
ViPhOG6062	Lentivirus	Genus	31.4	nan
ViPhOG9187	Invictavirus	Genus	259.4	190.4
ViPhOG3851	Mimivirus	Genus	437.7	393.2
ViPhOG10760	Ostreavirus	Genus	1339.2	1062.3
ViPhOG203	Hepacivirus	Genus	34.8	nan
ViPhOG15800	Pagevirus	Genus	73.6	72.7
ViPhOG18970	Pandoravirus	Genus	194.2	71.2
ViPhOG347	Lentivirus	Genus	31.6	nan
ViPhOG1361	Lentivirus	Genus	32.2	nan
ViPhOG8164	Mimivirus	Genus	499.0	474.6
ViPhOG6999	Phicbkvirus	Genus	379.6	376.4
ViPhOG7077	Mimivirus	Genus	183.7	121.8
ViPhOG18825	Ficleduovirus	Genus	314.7	298.7
ViPhOG11274	Septimatrevirus	Genus	1104.3	720.0
ViPhOG17635	Mimivirus	Genus	599.4	192.1
ViPhOG9661	Lentivirus	Genus	38.2	nan
ViPhOG14121	Omegavirus	Genus	484.6	449.0
ViPhOG18403	Flavivirus	Genus	35.0	nan
ViPhOG25570	Siadenovirus	Genus	454.9	454.0
ViPhOG22540	Chlorovirus	Genus	132.6	125.1
ViPhOG25658	Betaentomopoxvirus	Genus	387.5	93.8
ViPhOG11896	Alcyoneusvirus	Genus	175.5	172.2
ViPhOG27322	Coccolithovirus	Genus	192.7	178.6
ViPhOG17777	Mimivirus	Genus	344.6	196.0
ViPhOG7510	Mimivirus	Genus	221.2	122.9
ViPhOG3515	Avipoxvirus	Genus	631.3	262.9
ViPhOG677	Lentivirus	Genus	32.6	nan
ViPhOG7793	Mimivirus	Genus	670.3	515.5
ViPhOG2932	Betanudivirus	Genus	1387.2	1198.6
ViPhOG6608	Lentivirus	Genus	38.2	nan
ViPhOG6247	Kayvirus	Genus	172.2	161.5
ViPhOG20487	Marseillevirus	Genus	192.2	143.1
ViPhOG7473	Mimivirus	Genus	695.4	591.1
ViPhOG16198	Schizotequatrovirus	Genus	490.8	267.2
ViPhOG23460	Gordtnkvirus	Genus	316.3	314.3
ViPhOG7065	Mimivirus	Genus	685.2	158.6
ViPhOG16999	Phaeovirus	Genus	110.4	103.9
ViPhOG16779	Tulanevirus	Genus	609.0	408.7
ViPhOG8139	Mimivirus	Genus	730.8	547.9
ViPhOG12208	Prasinovirus	Genus	120.6	65.3
ViPhOG24486	Fromanvirus	Genus	258.8	113.5
ViPhOG196	Hepacivirus	Genus	37.8	nan
ViPhOG1347	Alphavirus	Genus	264.8	96.2
ViPhOG16988	Ascovirus	Genus	917.1	236.2
ViPhOG18971	Pandoravirus	Genus	184.7	101.3
ViPhOG18557	Siminovitchvirus	Genus	343.0	306.7
ViPhOG18804	Drulisvirus	Genus	326.5	286.7
ViPhOG1031	Betaarterivirus	Genus	249.4	237.3
ViPhOG17559	Mimivirus	Genus	474.4	298.7
ViPhOG261	Hepacivirus	Genus	34.4	nan
ViPhOG7056	Mimivirus	Genus	786.7	226.1
ViPhOG10233	Orthopneumovirus	Genus	157.2	nan
ViPhOG7689	Mimivirus	Genus	408.7	337.6
ViPhOG15884	Pipefishvirus	Genus	366.7	297.0
ViPhOG346	Lentivirus	Genus	89.1	34.0
ViPhOG18785	Karamvirus	Genus	253.7	227.9
ViPhOG9660	Lentivirus	Genus	47.2	nan
ViPhOG682	Lentivirus	Genus	49.3	nan
ViPhOG6104	Lentivirus	Genus	37.0	nan
ViPhOG2928	Lentivirus	Genus	41.1	nan
ViPhOG167	Lentivirus	Genus	48.2	nan
ViPhOG4627	Karamvirus	Genus	341.1	338.9
ViPhOG1884	Kostyavirus	Genus	373.3	287.1
ViPhOG21788	Chlorovirus	Genus	326.1	175.8
ViPhOG24955	Lessievirus	Genus	381.5	375.1
ViPhOG7488	Mimivirus	Genus	606.4	476.5
ViPhOG14870	Mimivirus	Genus	456.8	132.3
ViPhOG25326	Chlorovirus	Genus	583.6	282.1
ViPhOG8163	Mimivirus	Genus	570.0	533.2
ViPhOG19305	Pandoravirus	Genus	946.8	791.4
ViPhOG24138	Emdodecavirus	Genus	185.4	163.6
ViPhOG191	Hepacivirus	Genus	32.5	nan
ViPhOG3816	Asfivirus	Genus	591.8	117.5
ViPhOG20852	Zindervirus	Genus	147.1	116.4
ViPhOG263	Hepacivirus	Genus	35.9	nan
ViPhOG6750	Tequintavirus	Genus	285.4	256.3
ViPhOG7644	Mimivirus	Genus	1192.7	883.5
ViPhOG10415	Seuratvirus	Genus	291.6	280.8
ViPhOG30005	Phicbkvirus	Genus	141.8	54.1
ViPhOG10421	Kuravirus	Genus	188.5	171.3
ViPhOG19572	Mosigvirus	Genus	629.8	616.8
ViPhOG7054	Mimivirus	Genus	294.2	163.8
ViPhOG5737	Incheonvrus	Genus	191.0	55.4
ViPhOG199	Hepacivirus	Genus	48.3	nan
ViPhOG15438	Mimivirus	Genus	838.2	506.3
ViPhOG30748	Lightbulbvirus	Genus	195.3	78.0
ViPhOG17857	Tidunavirus	Genus	271.7	254.5
ViPhOG17797	Mimivirus	Genus	187.9	175.0
ViPhOG19041	Pandoravirus	Genus	596.2	161.5
ViPhOG25914	Betaentomopoxvirus	Genus	232.5	213.8
ViPhOG200	Hepacivirus	Genus	253.4	nan
ViPhOG8047	Mimivirus	Genus	480.7	453.5
ViPhOG264	Hepacivirus	Genus	43.3	nan
ViPhOG7932	Mimivirus	Genus	481.6	399.0
ViPhOG18908	Pandoravirus	Genus	199.1	158.1
ViPhOG7141	Mimivirus	Genus	309.0	264.9
ViPhOG17033	Ascovirus	Genus	574.0	572.3
ViPhOG17521	Mimivirus	Genus	661.9	557.2
ViPhOG5989	Tidunavirus	Genus	861.5	852.5
ViPhOG21737	Jedunavirus	Genus	90.6	75.4
ViPhOG19990	Saphexavirus	Genus	89.2	71.4
ViPhOG15032	Prasinovirus	Genus	246.5	143.0
ViPhOG4900	Perisivirus	Genus	117.9	87.0
ViPhOG25938	Yatapoxvirus	Genus	982.7	920.8
ViPhOG9941	Wildcatvirus	Genus	511.5	144.5
ViPhOG926	Lentivirus	Genus	31.5	nan
ViPhOG6103	Lentivirus	Genus	33.0	nan
ViPhOG15207	Mimivirus	Genus	395.3	332.3
ViPhOG27819	Prasinovirus	Genus	671.4	221.5
ViPhOG18909	Pandoravirus	Genus	435.5	188.6
ViPhOG18907	Pandoravirus	Genus	553.5	417.7
ViPhOG17788	Mimivirus	Genus	596.1	572.9
ViPhOG22229	Timquatrovirus	Genus	473.8	467.0
ViPhOG4408	Mosigvirus	Genus	241.8	238.7
ViPhOG22702	Sepunavirus	Genus	418.3	406.7
ViPhOG19494	Pandoravirus	Genus	386.0	189.6
ViPhOG18410	Cronusvirus	Genus	193.9	125.5
ViPhOG27342	Svunavirus	Genus	386.2	382.1
ViPhOG5777	Homburgvirus	Genus	426.2	378.9
ViPhOG7977	Mimivirus	Genus	194.8	174.0
ViPhOG2520	Avihepadnavirus	Genus	166.0	89.0
ViPhOG3304	Avihepadnavirus	Genus	165.7	87.7
ViPhOG351	Lentivirus	Genus	34.1	nan
ViPhOG5991	Chiangmaivirus	Genus	560.3	498.1
ViPhOG13313	Seoulvirus	Genus	662.5	654.8
ViPhOG16963	Cbastvirus	Genus	132.1	122.8
ViPhOG6512	Lentivirus	Genus	32.8	nan
ViPhOG2975	Lentivirus	Genus	33.6	nan
ViPhOG7882	Mimivirus	Genus	975.2	810.5
ViPhOG684	Lentivirus	Genus	31.6	nan
ViPhOG984	Orthopoxvirus	Genus	601.5	558.8
ViPhOG6607	Lentivirus	Genus	31.9	nan
ViPhOG27928	Mieseafarmvirus	Genus	216.4	116.0
ViPhOG7487	Mimivirus	Genus	705.0	494.1
ViPhOG978	Gaprivervirus	Genus	261.2	220.2
ViPhOG26392	Vidavervirus	Genus	223.3	106.2
ViPhOG2558	Capripoxvirus	Genus	1044.9	793.5
ViPhOG10364	Firehammervirus	Genus	851.8	394.4
ViPhOG25441	Lineavirus	Genus	320.0	304.6
ViPhOG25829	Betaentomopoxvirus	Genus	313.7	279.5
ViPhOG7019	Mimivirus	Genus	425.2	363.2
ViPhOG345	Lentivirus	Genus	33.8	nan
ViPhOG7959	Mimivirus	Genus	250.9	240.9
ViPhOG7098	Mimivirus	Genus	614.5	467.5
ViPhOG10458	Firehammervirus	Genus	255.1	191.1
ViPhOG25129	Chlorovirus	Genus	489.0	410.7
ViPhOG7291	Mimivirus	Genus	408.1	330.7
ViPhOG7829	Mimivirus	Genus	1091.6	990.9
ViPhOG28628	Limestonevirus	Genus	2085.1	1569.5
ViPhOG18912	Pandoravirus	Genus	361.0	295.9
ViPhOG27263	Prymnesiovirus	Genus	524.3	504.7
ViPhOG8293	Mimivirus	Genus	1247.7	772.0
ViPhOG822	Nankokuvirus	Genus	175.6	170.3
ViPhOG9524	Inhavirus	Genus	524.0	352.6
ViPhOG19075	Pandoravirus	Genus	945.9	401.0
ViPhOG1558	Orthopoxvirus	Genus	285.8	267.6
ViPhOG162	Lentivirus	Genus	36.9	nan
ViPhOG6001	Erskinevirus	Genus	578.1	573.4
ViPhOG337	Lentivirus	Genus	31.2	nan
ViPhOG798	Whispovirus	Genus	669.1	271.8
ViPhOG7776	Mimivirus	Genus	388.2	369.1
ViPhOG27326	Bicaudavirus	Genus	329.7	216.4
ViPhOG7252	Cafeteriavirus	Genus	393.0	341.4
ViPhOG17871	Elvirus	Genus	228.3	207.4
ViPhOG7181	Mimivirus	Genus	1325.3	1181.6
ViPhOG9655	Lentivirus	Genus	36.0	nan
ViPhOG6509	Lentivirus	Genus	35.9	nan
ViPhOG9531	Lentivirus	Genus	39.2	nan
ViPhOG3625	Lentivirus	Genus	44.5	nan
ViPhOG7418	Mimivirus	Genus	1512.6	1412.8
ViPhOG25149	Chlorovirus	Genus	561.0	415.6
ViPhOG6174	Kayvirus	Genus	341.3	300.1
ViPhOG3013	Lightbulbvirus	Genus	159.9	155.3
ViPhOG24625	Xiamenvirus	Genus	151.4	99.7
ViPhOG7546	Mimivirus	Genus	172.2	131.5
ViPhOG4838	Mardecavirus	Genus	249.2	150.1
ViPhOG25178	Chlorovirus	Genus	620.5	500.3
ViPhOG10013	Bixzunavirus	Genus	1253.0	1152.0
ViPhOG19065	Pandoravirus	Genus	312.0	162.1
ViPhOG19247	Pandoravirus	Genus	635.7	114.0
ViPhOG14999	Prasinovirus	Genus	467.3	459.1
ViPhOG11798	Tijeunavirus	Genus	550.3	302.7
ViPhOG7354	Mimivirus	Genus	230.8	206.9
ViPhOG5020	Bruynoghevirus	Genus	290.4	279.2
ViPhOG195	Hepacivirus	Genus	33.4	nan
ViPhOG17597	Mimivirus	Genus	497.3	438.0
ViPhOG262	Hepacivirus	Genus	37.9	nan
ViPhOG202	Hepacivirus	Genus	37.6	nan
ViPhOG18681	Jimmervirus	Genus	425.7	295.0
ViPhOG8315	Mimivirus	Genus	993.7	892.4
ViPhOG1652	Orthopoxvirus	Genus	1448.4	1435.1
ViPhOG1205	Slashvirus	Genus	307.3	173.4
ViPhOG4668	Marseillevirus	Genus	826.6	730.3
ViPhOG15180	Mimivirus	Genus	394.0	294.5
ViPhOG15524	Mimivirus	Genus	1885.8	1514.5
ViPhOG19004	Pandoravirus	Genus	615.6	308.7
ViPhOG7509	Mimivirus	Genus	348.5	169.8
ViPhOG5729	Siminovitchvirus	Genus	581.1	506.4
ViPhOG3875	Cafeteriavirus	Genus	1715.5	1486.4
ViPhOG18197	Chlorovirus	Genus	518.3	482.1
ViPhOG10002	Bixzunavirus	Genus	498.9	173.7
ViPhOG7155	Mimivirus	Genus	868.2	671.4
ViPhOG7804	Mimivirus	Genus	680.7	584.7
ViPhOG4458	Cafeteriavirus	Genus	666.5	589.2
ViPhOG14688	Pbi1virus	Genus	364.4	363.7
ViPhOG865	Mimivirus	Genus	992.8	964.9
ViPhOG9530	Alphacoronavirus	Genus	52.6	38.8
ViPhOG19306	Pandoravirus	Genus	95.6	41.0
ViPhOG19197	Pandoravirus	Genus	464.5	403.8
ViPhOG2530	Orthopoxvirus	Genus	907.3	844.3
ViPhOG27546	Gelderlandvirus	Genus	120.8	115.5
ViPhOG241	Closterovirus	Genus	57.9	52.5
ViPhOG8597	Cytomegalovirus	Genus	116.7	63.2
ViPhOG2012	Deltaretrovirus	Genus	708.5	35.5
ViPhOG28676	Phlebovirus	Genus	31.7	nan
ViPhOG6477	Alphatectivirus	Genus	130.6	101.5
ViPhOG4870	Kuravirus	Genus	245.6	242.6
ViPhOG8553	Cytomegalovirus	Genus	180.9	nan
ViPhOG10080	Mastadenovirus	Genus	59.0	nan
ViPhOG1124	Lymphocryptovirus	Genus	240.6	49.3
ViPhOG3710	Asfivirus	Genus	142.0	40.8
ViPhOG6307	Asfivirus	Genus	128.7	43.9
ViPhOG3339	Orthobornavirus	Genus	192.3	33.4
ViPhOG24332	Minunavirus	Genus	145.0	143.1
ViPhOG7454	Mimivirus	Genus	354.0	278.8
ViPhOG999	Mastadenovirus	Genus	31.2	nan
ViPhOG19968	Kostyavirus	Genus	251.4	102.9
ViPhOG6175	Bequatrovirus	Genus	341.4	340.1
ViPhOG7686	Mimivirus	Genus	223.5	83.6
ViPhOG26711	Krischvirus	Genus	118.8	91.5
ViPhOG16761	Tulanevirus	Genus	94.5	85.3
ViPhOG6177	Pecentumvirus	Genus	275.3	273.5
ViPhOG6347	Orthopoxvirus	Genus	38.5	36.2
ViPhOG11010	Bixzunavirus	Genus	192.4	172.1
ViPhOG10161	Cytomegalovirus	Genus	121.4	nan
ViPhOG10162	Cytomegalovirus	Genus	127.6	nan
ViPhOG10924	Bixzunavirus	Genus	114.8	91.9
ViPhOG3920	Asfivirus	Genus	120.4	nan
ViPhOG14577	Bongovirus	Genus	368.6	367.7
ViPhOG666	Mastadenovirus	Genus	125.9	45.8
ViPhOG3744	Asfivirus	Genus	529.8	81.2
ViPhOG10022	Bixzunavirus	Genus	670.8	316.7
ViPhOG3738	Asfivirus	Genus	416.7	77.0
ViPhOG6119	Kayvirus	Genus	414.4	398.6
ViPhOG712	Morbillivirus	Genus	206.6	nan
ViPhOG3747	Asfivirus	Genus	453.2	44.6
ViPhOG22531	Tequintavirus	Genus	490.1	417.3
ViPhOG23927	Emdodecavirus	Genus	105.4	48.8
ViPhOG18400	Flavivirus	Genus	93.5	54.4
ViPhOG64	Cytomegalovirus	Genus	246.6	219.2
ViPhOG3432	Avipoxvirus	Genus	156.7	97.7
ViPhOG27975	Bequatrovirus	Genus	115.1	109.0
ViPhOG6871	Mimivirus	Genus	156.4	130.9
ViPhOG21865	Liefievirus	Genus	127.1	75.6
ViPhOG16375	Rhadinovirus	Genus	49.1	nan
ViPhOG5968	Agricanvirus	Genus	270.9	259.4
ViPhOG658	Mastadenovirus	Genus	42.1	nan
ViPhOG8481	Cytomegalovirus	Genus	254.2	127.8
ViPhOG3700	Asfivirus	Genus	136.7	58.4
ViPhOG8060	Mimivirus	Genus	46.1	nan
ViPhOG11944	Karamvirus	Genus	265.1	170.7
ViPhOG3687	Asfivirus	Genus	130.9	nan
ViPhOG12907	Schizotequatrovirus	Genus	274.0	66.0
ViPhOG3730	Asfivirus	Genus	114.2	44.1
ViPhOG22639	Gaprivervirus	Genus	160.3	149.1
ViPhOG1170	Hepatovirus	Genus	72.9	nan
ViPhOG3703	Asfivirus	Genus	148.0	54.6
ViPhOG23934	Emdodecavirus	Genus	128.5	77.6
ViPhOG29995	Phicbkvirus	Genus	161.2	105.1
ViPhOG18639	Siminovitchvirus	Genus	142.5	53.5
ViPhOG3713	Asfivirus	Genus	143.2	nan
ViPhOG24456	Slopekvirus	Genus	459.3	412.7
ViPhOG4579	Karamvirus	Genus	80.9	80.8
ViPhOG8190	Mimivirus	Genus	75.6	50.0
ViPhOG22640	Gaprivervirus	Genus	428.3	388.2
ViPhOG9946	Emdodecavirus	Genus	253.6	147.0
ViPhOG18551	Siminovitchvirus	Genus	191.1	160.1
ViPhOG7061	Mimivirus	Genus	200.7	125.4
ViPhOG21684	Cheoctovirus	Genus	984.7	559.8
ViPhOG9679	Lagovirus	Genus	182.7	38.8
ViPhOG27636	Chlorovirus	Genus	42.1	nan
ViPhOG10886	Pegunavirus	Genus	239.4	161.8
ViPhOG5758	Inhavirus	Genus	255.6	242.6
ViPhOG21514	Emdodecavirus	Genus	123.4	99.7
ViPhOG3679	Asfivirus	Genus	128.9	44.9
ViPhOG20592	Respirovirus	Genus	136.7	nan
ViPhOG17259	Pahexavirus	Genus	145.0	nan
ViPhOG17277	Respirovirus	Genus	235.3	nan
ViPhOG30205	Gelderlandvirus	Genus	111.2	109.1
ViPhOG28138	Nyavirus	Genus	1582.4	168.1
ViPhOG27499	Iridovirus	Genus	405.0	279.5
ViPhOG19371	Pandoravirus	Genus	73.4	46.5
ViPhOG1514	Orthopoxvirus	Genus	241.9	130.1
ViPhOG10856	Rosebushvirus	Genus	386.0	338.1
ViPhOG8590	Cytomegalovirus	Genus	42.4	nan
ViPhOG88	Cytomegalovirus	Genus	83.1	82.9
ViPhOG28019	Tijeunavirus	Genus	161.0	103.2
ViPhOG213	Luteovirus	Genus	99.3	nan
ViPhOG1870	Detrevirus	Genus	125.6	107.9
ViPhOG3719	Asfivirus	Genus	146.0	56.0
ViPhOG1097	Lymphocryptovirus	Genus	63.2	nan
ViPhOG25096	Chlorovirus	Genus	156.0	46.6
ViPhOG28076	Lederbergvirus	Genus	164.6	157.4
ViPhOG8143	Mimivirus	Genus	878.6	521.3
ViPhOG3728	Asfivirus	Genus	136.0	37.1
ViPhOG18278	Proboscivirus	Genus	116.8	43.7
ViPhOG14504	Timquatrovirus	Genus	216.2	206.7
ViPhOG3725	Asfivirus	Genus	148.7	35.0
ViPhOG10776	Cytomegalovirus	Genus	39.0	nan
ViPhOG11382	Phifelvirus	Genus	94.5	94.4
ViPhOG9	Pegivirus	Genus	47.0	43.2
ViPhOG16737	Tulanevirus	Genus	84.3	78.1
ViPhOG10835	Rosebushvirus	Genus	103.0	94.3
ViPhOG6182	Kayvirus	Genus	772.5	757.8
ViPhOG1335	Pegivirus	Genus	54.7	nan
ViPhOG10892	Pegunavirus	Genus	149.8	107.1
ViPhOG24626	Gilesvirus	Genus	141.4	136.5
ViPhOG27933	Mieseafarmvirus	Genus	338.2	43.9
ViPhOG4649	Mosigvirus	Genus	142.9	141.8
ViPhOG4031	Muromegalovirus	Genus	379.8	164.1
ViPhOG16349	Rhadinovirus	Genus	122.9	46.1
ViPhOG8271	Mimivirus	Genus	83.3	nan
ViPhOG6967	Mimivirus	Genus	46.1	40.1
ViPhOG21013	Agatevirus	Genus	375.7	170.5
ViPhOG15892	Pipefishvirus	Genus	100.6	92.6
ViPhOG23649	Vequintavirus	Genus	191.8	191.3
ViPhOG8468	Potyvirus	Genus	157.9	32.4
ViPhOG10308	Asfivirus	Genus	133.9	57.1
ViPhOG6186	Kayvirus	Genus	211.8	188.4
ViPhOG3938	Asfivirus	Genus	128.7	63.0
ViPhOG10232	Orthopneumovirus	Genus	96.8	nan
ViPhOG6955	Mimivirus	Genus	46.6	40.0
ViPhOG18541	Silviavirus	Genus	172.9	165.5
ViPhOG3742	Asfivirus	Genus	185.4	108.6
ViPhOG18863	Winklervirus	Genus	154.2	130.4
ViPhOG10854	Pegunavirus	Genus	198.9	151.0
ViPhOG25024	Chlorovirus	Genus	87.7	nan
ViPhOG5866	Myxoctovirus	Genus	382.5	307.0
ViPhOG212	Luteovirus	Genus	94.4	31.6
ViPhOG4847	Rigallicvirus	Genus	508.8	290.4
ViPhOG10163	Cytomegalovirus	Genus	136.6	nan
ViPhOG6408	Gammacoronavirus	Genus	165.5	nan
ViPhOG28173	Dhillonvirus	Genus	141.2	136.4
ViPhOG8207	Mimivirus	Genus	106.2	nan
ViPhOG13294	Phikzvirus	Genus	569.0	358.9
ViPhOG9644	Alphabaculovirus	Genus	223.0	131.0
ViPhOG14631	Plotvirus	Genus	768.4	768.1
ViPhOG7312	Mimivirus	Genus	139.5	42.1
ViPhOG30750	Lightbulbvirus	Genus	165.3	64.2
ViPhOG21944	Corndogvirus	Genus	261.2	161.1
ViPhOG19566	Pandoravirus	Genus	261.2	60.2
ViPhOG10847	Pegunavirus	Genus	224.5	214.4
ViPhOG10809	Pegunavirus	Genus	326.9	298.7
ViPhOG28113	Efquatrovirus	Genus	145.7	77.2
ViPhOG27138	Bicaudavirus	Genus	204.7	189.7
ViPhOG10033	Bixzunavirus	Genus	501.4	156.5
ViPhOG10143	Cytomegalovirus	Genus	103.0	nan
ViPhOG17129	Cytomegalovirus	Genus	162.3	73.9
ViPhOG17130	Cytomegalovirus	Genus	122.1	43.0
ViPhOG10144	Cytomegalovirus	Genus	261.7	nan
ViPhOG10859	Pegunavirus	Genus	85.5	72.5
ViPhOG6439	Betaarterivirus	Genus	97.6	35.5
ViPhOG20946	Simplexvirus	Genus	138.8	nan
ViPhOG14765	Fromanvirus	Genus	85.6	77.9
ViPhOG18098	Andromedavirus	Genus	496.8	494.9
ViPhOG10142	Cytomegalovirus	Genus	889.3	nan
ViPhOG29297	Homburgvirus	Genus	155.6	115.4
ViPhOG18652	Abouovirus	Genus	143.3	141.6
ViPhOG17535	Mimivirus	Genus	57.4	nan
ViPhOG2980	Lentivirus	Genus	155.4	59.7
ViPhOG13776	Tunavirus	Genus	198.8	191.4
ViPhOG14884	Mimivirus	Genus	162.2	131.5
ViPhOG24392	Incheonvrus	Genus	161.6	110.3
ViPhOG9339	Orthopoxvirus	Genus	83.4	50.3
ViPhOG5775	Inhavirus	Genus	273.0	217.1
ViPhOG14556	Reyvirus	Genus	87.3	66.1
ViPhOG854	Simplexvirus	Genus	110.3	33.8
ViPhOG6255	Kayvirus	Genus	126.4	119.0
ViPhOG17700	Mimivirus	Genus	45.0	43.3
ViPhOG30170	Cequinquevirus	Genus	192.8	91.3
ViPhOG14323	Fromanvirus	Genus	185.1	55.0
ViPhOG1534	Orthopoxvirus	Genus	1175.2	1072.7
ViPhOG10145	Cytomegalovirus	Genus	103.5	48.7
ViPhOG14049	Omegavirus	Genus	199.2	190.3
ViPhOG14500	Timquatrovirus	Genus	457.0	402.1
ViPhOG19569	Pandoravirus	Genus	49.6	41.7
ViPhOG23482	Gordtnkvirus	Genus	220.0	130.5
ViPhOG10825	Pipefishvirus	Genus	197.9	186.7
ViPhOG26387	Vidavervirus	Genus	141.4	76.2
ViPhOG8516	Cytomegalovirus	Genus	231.7	73.3
ViPhOG8644	Bequatrovirus	Genus	145.9	142.7
ViPhOG19203	Pandoravirus	Genus	69.9	61.8
ViPhOG4932	Pipefishvirus	Genus	50.8	50.2
ViPhOG14129	Omegavirus	Genus	199.8	115.6
ViPhOG13843	Homburgvirus	Genus	219.0	209.0
ViPhOG13673	Kolesnikvirus	Genus	94.0	91.8
ViPhOG8757	Pecentumvirus	Genus	196.5	187.5
ViPhOG15553	Mimivirus	Genus	32.1	nan
ViPhOG22806	Tegunavirus	Genus	124.8	121.4
ViPhOG2941	Muscavirus	Genus	328.3	312.6
ViPhOG6171	Kochikohdavirus	Genus	1189.5	667.7
ViPhOG452	Betacoronavirus	Genus	274.4	nan
ViPhOG454	Betacoronavirus	Genus	107.6	nan
ViPhOG26174	Lessievirus	Genus	406.9	346.3
ViPhOG26730	Nazgulvirus	Genus	197.9	154.9
ViPhOG14505	Timquatrovirus	Genus	432.1	407.5
ViPhOG14332	Fromanvirus	Genus	121.5	102.1
ViPhOG1669	Orthopoxvirus	Genus	221.0	186.6
ViPhOG456	Betacoronavirus	Genus	136.0	42.6
ViPhOG25022	Chlorovirus	Genus	194.7	35.5
ViPhOG17460	Mimivirus	Genus	245.4	120.5
ViPhOG6740	Tequintavirus	Genus	236.6	182.1
ViPhOG3332	Gyrovirus	Genus	41.5	nan
ViPhOG10830	Pegunavirus	Genus	185.5	179.6
ViPhOG3682	Asfivirus	Genus	71.3	62.2
ViPhOG22406	Xiamenvirus	Genus	256.4	240.6
ViPhOG8560	Cytomegalovirus	Genus	47.9	31.6
ViPhOG21011	Agatevirus	Genus	509.9	406.7
ViPhOG8519	Cytomegalovirus	Genus	212.3	109.3
ViPhOG8024	Mimivirus	Genus	155.6	67.5
ViPhOG18862	Rigallicvirus	Genus	263.3	164.1
ViPhOG26953	Lessievirus	Genus	255.9	214.5
ViPhOG10519	Fletchervirus	Genus	136.2	113.4
ViPhOG22899	Steinhofvirus	Genus	214.1	144.3
ViPhOG6926	Mimivirus	Genus	34.0	nan
ViPhOG18866	Karamvirus	Genus	661.3	253.9
ViPhOG10806	Pegunavirus	Genus	227.8	210.7
ViPhOG11495	Vequintavirus	Genus	277.8	269.5
ViPhOG6432	Ebolavirus	Genus	446.5	413.5
ViPhOG25080	Chlorovirus	Genus	130.7	52.4
ViPhOG18089	Andromedavirus	Genus	199.1	195.4
ViPhOG28423	Coopervirus	Genus	156.8	148.0
ViPhOG1688	Orthopoxvirus	Genus	281.9	262.6
ViPhOG26521	Rosenblumvirus	Genus	181.5	176.5
ViPhOG16241	Mastadenovirus	Genus	33.2	nan
ViPhOG24527	Phicbkvirus	Genus	251.5	107.3
ViPhOG14719	Fromanvirus	Genus	214.1	81.1
ViPhOG20594	Respirovirus	Genus	125.2	nan
ViPhOG20046	Marseillevirus	Genus	132.9	50.2
ViPhOG28886	Inhavirus	Genus	92.9	64.3
ViPhOG11356	Phifelvirus	Genus	520.7	515.2
ViPhOG3745	Asfivirus	Genus	143.9	80.6
ViPhOG22948	Prymnesiovirus	Genus	214.1	164.1
ViPhOG237	Closterovirus	Genus	80.4	33.3
ViPhOG20384	Marseillevirus	Genus	159.4	87.2
